model,horizon,iteration_id,MSE,R2
GRU,9,3,0.0541644799633645,0.5548179009175334
GRU,10,3,0.0557170934350342,0.5420256958577662
GRU,11,3,0.0573036794438731,0.5289521165656461
GRU,12,3,0.0591319735212526,0.5138892777799137
GRU,13,3,0.0614718703375609,0.4946178228533924
GRU,14,3,0.064203138325744,0.4721253989122633
GRU,15,3,0.0670779415547517,0.4484491634168398
GRU,16,3,0.0687498857795376,0.4346604012685373
GRU,17,3,0.0720044420451603,0.4078542644022339
GRU,18,3,0.0735614885821005,0.3950047040344364
GRU,19,3,0.077621718097445,0.3615642646311059
GRU,20,3,0.081599602023132,0.3287956244555513
GRU,21,3,0.0794766204263128,0.3462081005709743
GRU,22,3,0.0821975747821332,0.3237742091872897
GRU,23,3,0.0814357378370836,0.3299930852803402
GRU,24,3,0.0814095417674983,0.3301616052626879
GRU,25,3,0.0827011718317847,0.3194878235473941
GRU,26,3,0.082212513693641,0.3234635501609254
GRU,27,3,0.0830931647445084,0.3161713968712697
GRU,28,3,0.0825831654881372,0.3203241691701248
GRU,29,3,0.0837619285881515,0.3105786163940789
GRU,30,3,0.0828244957063379,0.3182522382428461
GRU,31,3,0.0825759307282496,0.3202577354088934
GRU,32,3,0.0814577788146571,0.3294236075478123
GRU,33,3,0.0819231513386283,0.3255634635602222
GRU,34,3,0.0822619596218913,0.3227593047459453
GRU,35,3,0.0815373683453864,0.3287136126226012
GRU,36,3,0.0817825470595249,0.3266851091427909
GRU,37,3,0.0818512053238527,0.326110936584184
GRU,38,3,0.0823290019090659,0.3221685533618852
GRU,39,3,0.0838806733978437,0.3093850228181087
GRU,40,3,0.0829747534650043,0.3168383120151549
GRU,41,3,0.0840130021582487,0.3082864474190849
GRU,42,3,0.0849343700448406,0.3006942037661578
GRU,43,3,0.0878682781747603,0.2765266024027561
GRU,44,3,0.0887950029340243,0.2688795715853503
GRU,45,3,0.090475872708666,0.2550173074715806
GRU,46,3,0.0924403277743383,0.2388171644265904
GRU,47,3,0.0924913721627376,0.2383712638766447
GRU,48,3,0.0920275955386222,0.2421639988601224
GRU,49,3,0.0921296997638234,0.2412960786869602
GRU,50,3,0.092598787968007,0.2374050334009552
GRU,51,3,0.0918784336589539,0.2433092484865182
GRU,52,3,0.091875757613301,0.243302985341315
GRU,53,3,0.0930257865707792,0.23380233298533
GRU,54,3,0.091134307007778,0.2493527470436496
GRU,55,3,0.0913113086390176,0.2478659630654334
GRU,56,3,0.0917307141071682,0.2443820557977742
GRU,57,3,0.0913491530971337,0.2474957323667921
GRU,58,3,0.0920466699840665,0.2417199049116269
GRU,59,3,0.0919413458818314,0.2425564977169946
GRU,60,3,0.0924893370656734,0.2380094317846518
GRU,61,3,0.0932218922941309,0.2319410217700256
GRU,62,3,0.0938684188255916,0.2265833295070899
GRU,63,3,0.0953072002340915,0.2147133625804864
GRU,64,3,0.094597380332731,0.2205600455924289
GRU,65,3,0.0933978334404952,0.2304435500285182
GRU,66,3,0.0933732425220017,0.2306405662651435
GRU,67,3,0.0925994132359879,0.2370101774741065
GRU,68,3,0.0915817467396139,0.2453919331945057
GRU,69,3,0.0918848905907401,0.2428927872888525
GRU,70,3,0.0927685971232362,0.2356122190894711
GRU,71,3,0.0940386213638745,0.2251457840564404
GRU,72,3,0.0938899519059276,0.2263699258693736
GRU,1,4,0.150868931886462,-0.2392930811187361
GRU,2,4,0.1512529275903472,-0.2425401469155341
GRU,3,4,0.1552324703556976,-0.2753261717773472
GRU,4,4,0.1480746857892524,-0.2166095290870398
GRU,5,4,0.1472283855961723,-0.2097433907187444
GRU,6,4,0.1458077284094648,-0.1981554995510686
GRU,7,4,0.1503081313224127,-0.2352238413885816
GRU,8,4,0.1536757650185015,-0.2629865714212056
GRU,9,4,0.1447852747690168,-0.1900015024883254
GRU,10,4,0.1436727356686612,-0.1809377892044334
GRU,11,4,0.1476196691008583,-0.2134636616370664
GRU,12,4,0.144093201570579,-0.1845579660435927
GRU,13,4,0.1494323559989956,-0.2285367111202783
GRU,14,4,0.1580285684199116,-0.2993020230862715
GRU,15,4,0.1448339991048775,-0.1909028738870266
GRU,16,4,0.152824306891739,-0.2566949218162133
GRU,17,4,0.1429394006647285,-0.1754963186775855
GRU,18,4,0.1479690302646751,-0.2169488272223101
GRU,19,4,0.1475160297779194,-0.213313841259404
GRU,20,4,0.1390200342883424,-0.1435209607544747
GRU,21,4,0.1445735950798746,-0.1892937171654112
GRU,22,4,0.1433791312146664,-0.1795562904217469
GRU,23,4,0.1472130213258868,-0.2111849765816416
GRU,24,4,0.1549038064438045,-0.2745498229599705
GRU,25,4,0.147050963505066,-0.2100187821743186
GRU,26,4,0.1486830706917961,-0.2235304855394577
GRU,27,4,0.1468611077238656,-0.2086171763651139
GRU,28,4,0.15428040175102,-0.2697583051106751
GRU,29,4,0.1416341855515399,-0.1657520046959941
GRU,30,4,0.1372764896164183,-0.1299548369083614
GRU,31,4,0.1442523394203815,-0.1874454336199227
GRU,32,4,0.1526125203557309,-0.2563361637448409
GRU,33,4,0.1482093822345289,-0.2201413249956709
GRU,34,4,0.1569753260563454,-0.2923358432594449
GRU,35,4,0.1449804485999025,-0.1936048900760234
GRU,36,4,0.1538098564297339,-0.266315007520761
GRU,37,4,0.1493750617341922,-0.2298196471445224
GRU,38,4,0.1423863675942711,-0.1722959745652317
GRU,39,4,0.1431123186117979,-0.1782870433545549
GRU,40,4,0.1418340706514288,-0.1677721122830309
GRU,41,4,0.1471772892285631,-0.2117710708606377
GRU,42,4,0.1518198409251018,-0.250006265851769
GRU,43,4,0.1453422695707859,-0.1966920004024288
GRU,44,4,0.1410937701452567,-0.161738096364326
GRU,45,4,0.1448090258741999,-0.1923644919740674
GRU,46,4,0.1427858325335306,-0.1757436121700388
GRU,47,4,0.1523784569597733,-0.2547744602869572
GRU,48,4,0.1446335059012626,-0.1910392431914966
GRU,49,4,0.1486873683048578,-0.2244660481017741
GRU,50,4,0.1508189511898685,-0.2420656422077365
GRU,51,4,0.1490307215827502,-0.2273845365240163
GRU,52,4,0.1446934675136822,-0.1917084305203684
GRU,53,4,0.1512367616423587,-0.2456465912176193
GRU,54,4,0.1421773922838573,-0.1710745651609142
GRU,55,4,0.1424772490283669,-0.1735894499845824
GRU,56,4,0.1503377842094584,-0.2383848588331418
GRU,57,4,0.1482243569066176,-0.221023483609257
GRU,58,4,0.1481058325288886,-0.2200952494271502
GRU,59,4,0.1461179346624127,-0.2037683276825737
GRU,60,4,0.1455302472440587,-0.1989779504125903
GRU,61,4,0.1451649277758475,-0.1960197691606504
GRU,62,4,0.1451228262728258,-0.1957207174970494
GRU,63,4,0.1482821878524505,-0.2217756937760442
GRU,64,4,0.15474037274733,-0.2749912170396293
GRU,65,4,0.1538508857311277,-0.2676626115063654
GRU,66,4,0.1459576191726652,-0.2026343757903608
GRU,67,4,0.1427884275015964,-0.176531396376641
GRU,68,4,0.1410681016674237,-0.1623618382147531
GRU,69,4,0.1418492411992711,-0.1688002558322072
GRU,70,4,0.1481265282484934,-0.2205219409692504
GRU,71,4,0.1470176857820354,-0.2113881721604822
GRU,72,4,0.150822247403773,-0.2427381638925108
GRU,1,5,0.0511722117610757,0.5796525687026841
GRU,2,5,0.0513019018177053,0.5785557764920517
GRU,3,5,0.0488521219870621,0.5986510452729312
GRU,4,5,0.0482548356984532,0.6035291743328569
GRU,5,5,0.0475626211377101,0.6091883617848999
GRU,6,5,0.0472901600431046,0.6113994371328675
GRU,7,5,0.0476670761202909,0.6082746265618157
GRU,8,5,0.048433628095017,0.6019475036818538
GRU,9,5,0.0494037158053502,0.593946994052645
GRU,10,5,0.0503402435592169,0.586221452106715
GRU,11,5,0.0517875531158468,0.5742957953100152
GRU,12,5,0.0532918515795867,0.5618996134047896
GRU,13,5,0.0548991521605001,0.5486544839124003
GRU,14,5,0.0570431705770623,0.5309942520197274
GRU,15,5,0.058521687358371,0.5188032776106982
GRU,16,5,0.0609509103843146,0.4987924295687828
GRU,17,5,0.0627096249363643,0.484292414019208
GRU,18,5,0.0650466256873806,0.465033901327634
GRU,19,5,0.0671872353502943,0.4473874959271223
GRU,20,5,0.0685790456698092,0.4358973036266805
GRU,21,5,0.0699907613512396,0.4242408325762083
GRU,22,5,0.0712154442792472,0.4141223721812258
GRU,23,5,0.0719812163363793,0.4077795086502651
GRU,24,5,0.0728882225138312,0.4002750917901275
GRU,25,5,0.0737705963995105,0.3929736664898925
GRU,26,5,0.0749989546455096,0.3828247764495799
GRU,27,5,0.0753086492021828,0.3802353232569141
GRU,28,5,0.0755242790115408,0.3784202048737164
GRU,29,5,0.0757921602656001,0.3761755862414192
GRU,30,5,0.076239518173671,0.3724547257537153
GRU,31,5,0.0767260328032251,0.3684124801161501
GRU,32,5,0.0766907305353472,0.368666882828599
GRU,33,5,0.0771602893582167,0.3647739685898896
GRU,34,5,0.0768016844735022,0.3677122885402842
GRU,35,5,0.0771766144673926,0.3646151235053236
GRU,36,5,0.0771424562801884,0.3648869300567637
GRU,37,5,0.077191645223524,0.3644735554303746
GRU,38,5,0.0776134539818744,0.3609926202042114
GRU,39,5,0.0778563750798378,0.3589848945989848
GRU,40,5,0.078357027291095,0.3548577513732993
GRU,41,5,0.0789205201822916,0.3502149431108404
GRU,42,5,0.0794567639582869,0.3457939870905113
GRU,43,5,0.0802686664327848,0.3390988644476749
GRU,44,5,0.0804201916203143,0.3378361055484269
GRU,45,5,0.0809662289557944,0.3333201720464559
GRU,46,5,0.0826659958540105,0.3193020985033405
GRU,47,5,0.0826900105443109,0.3190814802695398
GRU,48,5,0.0833334734203896,0.3137590318601749
GRU,49,5,0.0845722867435646,0.3035326745746203
GRU,50,5,0.0845157079091674,0.3039730339412857
GRU,51,5,0.0857310311675744,0.2939379153652383
GRU,52,5,0.0857638450794787,0.2936412474502826
GRU,53,5,0.0869020534858813,0.2842398533335117
GRU,54,5,0.0861374727766937,0.2905102431852682
GRU,55,5,0.0869455635487376,0.2838267386574332
GRU,56,5,0.0877493167716574,0.2771782168109343
GRU,57,5,0.0873197552971036,0.2806885856961528
GRU,58,5,0.0876031870072905,0.2783252997046872
GRU,59,5,0.0881724123459808,0.2736062304556867
GRU,60,5,0.0877833604428629,0.2767804935588032
GRU,61,5,0.0877659083685258,0.2768930961810197
GRU,62,5,0.0882936799497833,0.2725156679244018
GRU,63,5,0.0881588663093848,0.273612282044042
GRU,64,5,0.0886374933166666,0.2696668395410163
GRU,65,5,0.0893606089768774,0.2637084771848765
GRU,66,5,0.0898728248923678,0.2594826547760577
GRU,67,5,0.0904136885649502,0.2550198561596014
GRU,68,5,0.0907789896377538,0.2520064279635489
GRU,69,5,0.0917539787264313,0.2439714664499245
GRU,70,5,0.0926284272438284,0.2367671804276131
GRU,71,5,0.0923194175842528,0.2393115839946528
GRU,72,5,0.0930445584139811,0.2333357599822653
GRU,1,6,0.0660080952669823,0.4577851467540081
GRU,2,6,0.0648434007947383,0.4673125999371472
GRU,3,6,0.0632654690320336,0.4802369102195996
GRU,4,6,0.0647188576044892,0.4682576670443709
GRU,5,6,0.0630817138217899,0.4816713770098848
GRU,6,6,0.0630985941659782,0.4814957448510648
GRU,7,6,0.0637223028845562,0.476333668320634
GRU,8,6,0.0652991137450519,0.4633382578197845
GRU,9,6,0.0651220388769728,0.4647568667992444
GRU,10,6,0.0652057248834324,0.4640325860788229
GRU,11,6,0.0650823249659629,0.4650100705273046
GRU,12,6,0.0673095797865521,0.4466630065947062
GRU,13,6,0.0720838179431287,0.4073732156010474
GRU,14,6,0.0716070840979602,0.4112505721841015
GRU,15,6,0.0733934803089019,0.3965194141939647
GRU,16,6,0.0784570944000059,0.3548367133587676
GRU,17,6,0.079859338585603,0.3432576456676899
GRU,18,6,0.0808256994602225,0.3352613043986234
GRU,19,6,0.0825901846238013,0.3206988128199537
GRU,20,6,0.0841663515064706,0.3076826111389552
GRU,21,6,0.0867708817762576,0.2862039262951739
GRU,22,6,0.0866862497755312,0.2868466257986419
GRU,23,6,0.090660280489284,0.2540987970200052
GRU,24,6,0.0914677207053053,0.2474028243212254
GRU,25,6,0.0908142656745137,0.2527286830613356
GRU,26,6,0.0909898990258779,0.2512334133514674
GRU,27,6,0.0917286693810176,0.2451041184609117
GRU,28,6,0.0930900421960253,0.2338504900171166
GRU,29,6,0.0947032149674132,0.2205238991596174
GRU,30,6,0.0976149880012655,0.1965082429264733
GRU,31,6,0.0962500624143679,0.2076960584569531
GRU,32,6,0.0972794399958349,0.1991765933048217
GRU,33,6,0.0970053757697144,0.2013982789829923
GRU,34,6,0.0977589723182842,0.1951765471614402
GRU,35,6,0.0971656310384621,0.2000481894293918
GRU,36,6,0.0965328215949607,0.2052462466222563
GRU,37,6,0.096600493110297,0.2046785924527683
GRU,38,6,0.0967015616143242,0.2038363410065311
GRU,39,6,0.0991066631669992,0.1840248397027051
GRU,40,6,0.098448221075204,0.189439557452766
GRU,41,6,0.1032348794611829,0.150024836776457
GRU,42,6,0.1020946913501908,0.159404968940127
GRU,43,6,0.1078292960191514,0.1121753063564316
GRU,44,6,0.106341211525941,0.1244075729492724
GRU,45,6,0.1041523819400103,0.142404271901704
GRU,46,6,0.1085109138936746,0.1064868860062776
GRU,47,6,0.1039538856241249,0.1439821393966591
GRU,48,6,0.1029140395108739,0.1525154633499
GRU,49,6,0.1035886246653304,0.1469298615051817
GRU,50,6,0.1028040897728914,0.1533595295686826
GRU,51,6,0.104615413622924,0.1384102579712454
GRU,52,6,0.1028954556873022,0.1525437594948926
GRU,53,6,0.1045898228469699,0.1385562948413918
GRU,54,6,0.103340261601153,0.1488157858700171
GRU,55,6,0.1075466753159796,0.1141347520920925
GRU,56,6,0.107211284918972,0.1168631848749309
GRU,57,6,0.1062231334475765,0.1249687760577472
GRU,58,6,0.1040067169504243,0.1431930863696742
GRU,59,6,0.1050551256029223,0.1345208022979023
GRU,60,6,0.1051853672846639,0.1334108306099196
GRU,61,6,0.1069205432689689,0.1190772768712802
GRU,62,6,0.1068825229443261,0.1193553053974986
GRU,63,6,0.1076919565556408,0.1126687780882158
GRU,64,6,0.1088357816711367,0.1032420093951445
GRU,65,6,0.1096321110021527,0.0966803507337469
GRU,66,6,0.110398988199412,0.0903550015842391
GRU,67,6,0.1116673020664036,0.0798968156692586
GRU,68,6,0.1054930009845857,0.1307670756616544
GRU,69,6,0.1099390918327596,0.0941309408939564
GRU,70,6,0.1093818512528821,0.0987235643974838
GRU,71,6,0.1053255272686409,0.1321445628727977
GRU,72,6,0.1113012150709346,0.082905406614445
GRU,1,7,0.1030536399683105,0.1534793717970994
GRU,2,7,0.0989226756302412,0.1873519549731882
GRU,3,7,0.0955051361738945,0.2153690563408816
GRU,4,7,0.0978780518487208,0.1958154769471592
GRU,5,7,0.0999750348132611,0.1785270407436741
GRU,6,7,0.0967764741347106,0.2047522722112557
GRU,7,7,0.0986799584417262,0.1890536043389749
GRU,8,7,0.0992248430586079,0.1845191444512356
GRU,9,7,0.0975009428312982,0.1986321216133639
GRU,10,7,0.1015691986892204,0.1651380173623475
GRU,11,7,0.1037920525383537,0.1468082479173831
GRU,12,7,0.1043135482526059,0.142461662298669
GRU,13,7,0.1062584035698583,0.1264117548177958
GRU,14,7,0.1116892017437294,0.0816976497761307
GRU,15,7,0.1161434197061642,0.0450064683294365
GRU,16,7,0.1181250749069554,0.0286415505886057
GRU,17,7,0.1195226951228659,0.0170765550857566
GRU,18,7,0.1215851831163502,4.111849359267339e-05
GRU,19,7,0.1227077505457659,-0.0092666701450858
GRU,20,7,0.1244178111317631,-0.0234091485351688
GRU,21,7,0.1215916973170829,-0.0002396467957468
GRU,22,7,0.1207156065274149,0.0068927616927597
GRU,23,7,0.1216498141241753,-0.0008654529614025
GRU,24,7,0.1230389738530756,-0.0123657122557816
GRU,25,7,0.1231306034726655,-0.0131884845300647
GRU,26,7,0.1246579966851539,-0.0258253243015535
GRU,27,7,0.1248680958079508,-0.0276221370824447
GRU,28,7,0.1223826724063228,-0.0072336662718086
GRU,29,7,0.1268680008899706,-0.0442156022808322
GRU,30,7,0.1259129422404745,-0.0364188253322808
GRU,31,7,0.1292854303072019,-0.0642419697921576
GRU,32,7,0.1275378377990706,-0.0499164649093555
GRU,33,7,0.1345816338987195,-0.1079501893167569
GRU,34,7,0.1316501793781946,-0.0838406892106533
GRU,35,7,0.1304649635739838,-0.0741008184851352
GRU,36,7,0.1313628830210779,-0.081509300262422
GRU,37,7,0.1375749666357167,-0.1326682979045639
GRU,38,7,0.1352683276065256,-0.1136917010985056
GRU,39,7,0.1334532747918464,-0.0987612115139373
GRU,40,7,0.1349704262434337,-0.1112612013892571
GRU,41,7,0.1322713668426093,-0.0890444896980922
GRU,42,7,0.1330826745637108,-0.095734102125814
GRU,43,7,0.1347701057671098,-0.1096448950547195
GRU,44,7,0.1406811832906715,-0.1583409381018645
GRU,45,7,0.1384085895990779,-0.1396629914872955
GRU,46,7,0.1356128090152739,-0.1166786725195641
GRU,47,7,0.1383472886718477,-0.1392335106872042
GRU,48,7,0.1322560210059782,-0.0891121679233513
GRU,49,7,0.1321759118720035,-0.088491364863795
GRU,50,7,0.1356178497665042,-0.1168773574947197
GRU,51,7,0.1340713794384138,-0.104182655532415
GRU,52,7,0.1331643872052752,-0.0967538867129507
GRU,53,7,0.1323633273393212,-0.0901974209970659
GRU,54,7,0.1363789807761053,-0.1233147059738242
GRU,55,7,0.1323805523646376,-0.0904226513198491
GRU,56,7,0.1346212329471039,-0.1089221344839683
GRU,57,7,0.1337306433415271,-0.1016290399630563
GRU,58,7,0.1374579809277925,-0.1323782909976532
GRU,59,7,0.1365187390165605,-0.1246869492302831
GRU,60,7,0.1434072953857239,-0.1814876175358639
GRU,61,7,0.143070099009278,-0.1787603893902671
GRU,62,7,0.1453805522737553,-0.197844217477471
GRU,63,7,0.1523445020434178,-0.2552472577641882
GRU,64,7,0.1497669915952709,-0.234012788622504
GRU,65,7,0.1527881913664968,-0.2589064843830193
GRU,66,7,0.1520584617441711,-0.252902960872573
GRU,67,7,0.1573934413790493,-0.296872082747375
GRU,68,7,0.1606060234912799,-0.3233488682919989
GRU,69,7,0.1638177078106054,-0.3498146143052143
GRU,70,7,0.1636936719815631,-0.3487909330876608
GRU,71,7,0.1645045903517087,-0.3554757984261232
GRU,72,7,0.1739409555667892,-0.4332306239150552
GRU,1,8,0.0616121562552361,0.4938950120135883
GRU,2,8,0.0600390889038233,0.5067799378450355
GRU,3,8,0.0576946896373642,0.5260041439880281
GRU,4,8,0.0586670930178284,0.5179801055873223
GRU,5,8,0.058161355608719,0.5221008825303615
GRU,6,8,0.0584341934818984,0.5198248333891257
GRU,7,8,0.0585670247246116,0.51869945675888
GRU,8,8,0.0605769941254235,0.5021470684836993
GRU,9,8,0.0592648277251788,0.5128977435710436
GRU,10,8,0.0603953544740264,0.5035720865282278
GRU,11,8,0.0644956499366415,0.4698326584223163
GRU,12,8,0.0652949315717815,0.4632249787458569
GRU,13,8,0.066561339342707,0.4527754824102505
GRU,14,8,0.0707479683131723,0.418314173964472
GRU,15,8,0.0723217025156406,0.4053321464395126
GRU,16,8,0.0718112104153764,0.4094867152094548
GRU,17,8,0.0737451331778444,0.3935392749108178
GRU,18,8,0.0755851713861175,0.3783612320145589
GRU,19,8,0.0752724758028922,0.380886694856106
GRU,20,8,0.0768311185894106,0.3680191851846548
GRU,21,8,0.0770887895187931,0.3658509149756216
GRU,22,8,0.0787903183541238,0.3518051417134539
GRU,23,8,0.0808449928106424,0.3348533992292815
GRU,24,8,0.0832882077700485,0.3147039255844293
GRU,25,8,0.080900177172027,0.3343074297094944
GRU,26,8,0.0834608182663203,0.3131911049336039
GRU,27,8,0.0805377901418818,0.3372012643743035
GRU,28,8,0.0824177178170429,0.3216858363167545
GRU,29,8,0.0816971532947489,0.327573213624668
GRU,30,8,0.0824336247772116,0.3214695881197789
GRU,31,8,0.0818736461625538,0.3260387480703727
