horizon,iteration_id,MSE,R2
1,1,0.0029800092040886987,0.9755211046958524
2,1,0.004287958383935179,0.9647744970942134
3,1,0.006176586476400353,0.9492557042508583
4,1,0.008342542649653398,0.9314560971020474
5,1,0.014689979955026434,0.8792956528836238
6,1,0.014580349683818154,0.880187927281978
7,1,0.020474604798100184,0.831740839520029
8,1,0.024672837676468728,0.7972259148312452
9,1,0.027765564216602152,0.7717926551031885
10,1,0.031414506554954647,0.7417841475120703
11,1,0.03883815965699577,0.6807424395700057
12,1,0.052705039191189185,0.5667236667374436
13,1,0.05462348374867648,0.550920852275246
14,1,0.05853426965283406,0.5187345190793877
15,1,0.07095486916640119,0.41657098382433955
16,1,0.08801437964575018,0.276245865613689
17,1,0.07986863215470433,0.3431812177813607
18,1,0.1184055697544906,0.02619136591235427
19,1,0.11987515292763212,0.014031339582902924
20,1,0.10828525137436022,0.10929057584377444
21,1,0.11779813085821886,0.030967052827955643
22,1,0.12556939026407757,-0.03303851066482788
23,1,0.1434677720048737,-0.18037119618159214
24,1,0.14153816104508105,-0.16457718014522604
25,1,0.15040480908611528,-0.2376161269917303
26,1,0.14101939626090318,-0.16046520679710707
27,1,0.14148583788536206,-0.16438052613755283
28,1,0.1332481142222173,-0.09665840737854836
29,1,0.1412660867629735,-0.16272228486510376
30,1,0.13254778799196903,-0.09103178979539206
31,1,0.13270868627524018,-0.09242126784508597
32,1,0.12696850088308836,-0.045229571886186815
33,1,0.13203597469940653,-0.08699291966481248
34,1,0.11873058115371692,0.022522904899739737
35,1,0.12914940999114094,-0.06327003954354327
36,1,0.13388532474446024,-0.1022765377077981
37,1,0.1709013931616941,-0.4070480614001437
38,1,0.14695145630597614,-0.20988128003151307
39,1,0.13186878766214694,-0.08571564930519937
40,1,0.15209625750725034,-0.25226447414097564
41,1,0.15181823168279418,-0.24998185621375502
42,1,0.1275491369610434,-0.050173807545653926
43,1,0.15878149972221045,-0.30734542050706093
44,1,0.13164261202543945,-0.08391913645382787
45,1,0.1434435701046737,-0.18112126341759205
46,1,0.13624359303287875,-0.1218727472130996
47,1,0.1354256522374028,-0.11517502595564455
48,1,0.13535701959368387,-0.11464851227194406
49,1,0.13721935265080515,-0.130024967009424
50,1,0.16225128774425976,-0.3362163595568364
51,1,0.1196355797949018,0.014707443546702725
52,1,0.14474363009105778,-0.1921215740256157
53,1,0.1394869993811996,-0.14887083941435564
54,1,0.15645339558169627,-0.2886619261730956
55,1,0.1466451454388669,-0.20792053996104243
56,1,0.17209688657807012,-0.41762218800347406
57,1,0.1718711735105095,-0.4158181785469024
58,1,0.15525613018798656,-0.27899937262671304
59,1,0.17213814720637505,-0.4181315255498097
60,1,0.16506836180115084,-0.35994633320728897
61,1,0.1703811932703839,-0.40377761052050287
62,1,0.1522955703144796,-0.2548196123586013
63,1,0.1600752653994524,-0.3189451226226174
64,1,0.16982805305654838,-0.3993069307620334
65,1,0.16061530013830821,-0.3233983662403579
66,1,0.15309627561951206,-0.2614541461360209
67,1,0.15752439033431467,-0.29795106064417
68,1,0.15418260823475008,-0.2704217169590988
69,1,0.15129122840919104,-0.24659973486513076
70,1,0.16245442380811265,-0.33857986823731223
71,1,0.1568094780361171,-0.2920700388199329
72,1,0.14498321115439172,-0.19462594363079067
1,2,0.00222938129178503,0.9816870393689541
2,2,0.004568475145834502,0.9624700568159619
3,2,0.005339164887515447,0.9561356158226391
4,2,0.008191437528284539,0.9326976052610642
5,2,0.012260207161353323,0.899260563632266
6,2,0.023547515562752693,0.8065014414527764
7,2,0.019966437462105472,0.8359169303496673
8,2,0.029179794674526773,0.7601854213882169
9,2,0.03068978993221219,0.7477582151317033
10,2,0.03435103565305086,0.7176469431573219
11,2,0.04137620375726236,0.6598792015877986
12,2,0.0419722527270413,0.6549555025588158
13,2,0.05219700284051853,0.5708698175082143
14,2,0.06215414934709546,0.48897207133269194
15,2,0.06880341082909971,0.43426142897379094
16,2,0.08110059605282563,0.3330988421360659
17,2,0.14632791258926925,-0.20336255621999277
18,2,0.13496133859467468,-0.10996904169312516
19,2,0.12505094580060233,-0.028539363694026543
20,2,0.11165872749024776,0.08154176489814613
21,2,0.12241917273271238,-0.007046638849678155
22,2,0.14205333506244455,-0.1686491857551069
23,2,0.10745344696081965,0.11593417845319787
24,2,0.10934273854657652,0.10032702710210706
25,2,0.12985160687470484,-0.06849271483009134
26,2,0.1605977859123788,-0.3215780791967249
27,2,0.11952414121142522,0.01635679930975631
28,2,0.1566270042099308,-0.28907130875324794
29,2,0.12415823413558845,-0.02191225783133799
30,2,0.12413185790025309,-0.021758304286044527
31,2,0.14113228467185263,-0.16176200429966792
32,2,0.1477753989828252,-0.21651603303053646
33,2,0.13073008684496687,-0.0762421310643282
34,2,0.16852871045707965,-0.38745176464102604
35,2,0.1327762447751561,-0.09312929143236115
36,2,0.11290928330980167,0.07041900134057277
37,2,0.15382498808110745,-0.26645633057914253
38,2,0.14042745243392363,-0.1561678269357203
39,2,0.15422394525345742,-0.26977242930498124
40,2,0.20816848965251128,-0.7139278013793111
41,2,0.15029249882698031,-0.23741987096298933
42,2,0.1981235461277331,-0.631247092365324
43,2,0.1458664003320403,-0.2010074902527672
44,2,0.11547724955297245,0.049183249331661516
45,2,0.1174909576459669,0.032573797252235526
46,2,0.13129532176656403,-0.0811271197973833
47,2,0.11808793629658401,0.027593995310876474
48,2,0.14875375604225988,-0.22496899950289473
49,2,0.12599026482615214,-0.03755149768115351
50,2,0.11343536238115585,0.06580595400346179
51,2,0.11632039331011813,0.04201059677512975
52,2,0.14679451445324698,-0.20901284234919837
53,2,0.16514357069599286,-0.3601886450427254
54,2,0.13753359409863852,-0.13282492607910612
55,2,0.12233289926481015,-0.0076598259882434405
56,2,0.12847783784409803,-0.0583168424251701
57,2,0.14148951127207798,-0.16554404116217647
58,2,0.17280275778785928,-0.42354841983520997
59,2,0.14223629806090973,-0.17179010946276252
60,2,0.1547357304946123,-0.274819032588425
61,2,0.14532320566467433,-0.19732382715150432
62,2,0.16028974004479976,-0.3206865377157564
63,2,0.1418286253362758,-0.1686013649188769
64,2,0.15050288740990939,-0.24007623983217807
65,2,0.1761031138941723,-0.4510110370350806
66,2,0.1862653904396364,-0.534754833851607
67,2,0.16873274783547923,-0.39030437479343005
68,2,0.16119833165080322,-0.32822932243404335
69,2,0.14664827491968635,-0.20834302527352544
70,2,0.15418529881759166,-0.27044454769150916
71,2,0.1998488304498565,-0.6467033074237394
72,2,0.18267077429181205,-0.5051621796384311
1,3,0.003747454668541508,0.9692170244432788
2,3,0.004599848474793769,0.9622123254689042
3,3,0.0068813968499350925,0.9434652719176655
4,3,0.011238572618422486,0.9076617690050712
5,3,0.01610748122284977,0.8676483555017981
6,3,0.017564637775083294,0.8556649391811498
7,3,0.023015397123812627,0.8108607498726822
8,3,0.031339217763915544,0.742438170456448
9,3,0.0375648116499197,0.6912518736769951
10,3,0.053872203241989755,0.5571900242584131
11,3,0.05097626843480555,0.5809647201604962
12,3,0.05928578863450183,0.512624798153455
13,3,0.07161716075488395,0.4112097708332406
14,3,0.08050836447278917,0.33806474436376865
15,3,0.1020738372160312,0.16069412678977546
16,3,0.12628603380001102,-0.03846711691753302
17,3,0.11622826408599721,0.04416909596648766
18,3,0.16523171882888044,-0.35892318878524354
19,3,0.16357377894382719,-0.3453882290516912
20,3,0.16466561583597739,-0.3544708443491871
21,3,0.11251557415467679,0.07442250881645485
22,3,0.16157155670879805,-0.32922235233631936
23,3,0.19686426477729616,-0.6196871565879818
24,3,0.17607196101376205,-0.44872157689499215
25,3,0.22126637605212135,-0.8207053153887627
26,3,0.1285672369994627,-0.0579949228819554
27,3,0.15721187390622104,-0.2938004763580291
28,3,0.1926165692195799,-0.5852725666555356
29,3,0.1746348975156153,-0.4373717833441131
30,3,0.15715196488999114,-0.29355451434752045
31,3,0.177142717938844,-0.4581899493671726
32,3,0.18260395314537936,-0.5032315136697993
33,3,0.15333118614213265,-0.26230683781254927
34,3,0.14961515241768097,-0.23174150372327418
35,3,0.18809306601455958,-0.5485453766524038
36,3,0.22625057179438143,-0.8627186915961031
37,3,0.16497337284851632,-0.35824208424988213
38,3,0.17579427838555206,-0.44735011072277686
39,3,0.14263382402549557,-0.17434745257142503
40,3,0.1766313219546815,-0.4542706910054022
41,3,0.1642020757778833,-0.3519431309398622
42,3,0.1778641723692829,-0.4644418580429599
43,3,0.1783111501744412,-0.46814500438488005
44,3,0.1574843636915756,-0.2966949901037055
45,3,0.15415056522766518,-0.26928317682957315
46,3,0.15050962996774492,-0.2393437980837234
47,3,0.18108667004530357,-0.4911748891855692
48,3,0.15711230357957823,-0.2938006168448961
49,3,0.15686262890909383,-0.29179072509616777
50,3,0.17720808276678027,-0.4593926651103015
51,3,0.14936981223151768,-0.23017721319065942
52,3,0.14798629442312644,-0.21882844952093472
53,3,0.18406213637972585,-0.5160095354053249
54,3,0.16023334859439595,-0.3197963193390514
55,3,0.14494923354895067,-0.19395126194871337
56,3,0.17444079166075635,-0.4369297531655132
57,3,0.21481530753162245,-0.7695778251890331
58,3,0.22223439178132592,-0.8307660207699088
59,3,0.16483775069966797,-0.3579884218671441
60,3,0.1576937324297095,-0.2991890804968269
