model,horizon,iteration_id,MSE,R2
GRU,29,4,0.1695695830290279,-0.3956805737384623
GRU,30,4,0.1796383720847651,-0.4786453820221192
GRU,31,4,0.1458786528553759,-0.2008327968320442
GRU,32,4,0.1570186327739081,-0.2926081443109054
GRU,33,4,0.1905991904995926,-0.5691175911608066
GRU,34,4,0.1801821497496641,-0.4833914111664248
GRU,35,4,0.1489249305794089,-0.226079289383122
GRU,36,4,0.1863935930849032,-0.5345765850640365
GRU,37,4,0.1457748603465583,-0.2001788332845231
GRU,38,4,0.1432396733613604,-0.1793214148003699
GRU,39,4,0.2065279751942638,-0.700407341745009
GRU,40,4,0.183995731568075,-0.5149045861650865
GRU,41,4,0.1651067462887402,-0.3593916548219316
GRU,42,4,0.1682567481129606,-0.3853392819506576
GRU,43,4,0.1504108949861552,-0.2384251005220383
GRU,44,4,0.1487200234868682,-0.2245311525733608
GRU,45,4,0.1782326774077108,-0.4675764481355202
GRU,46,4,0.1469074662353057,-0.2096824449700562
GRU,47,4,0.1518948875357948,-0.2507924632573894
GRU,48,4,0.1620518033668079,-0.334476793859805
GRU,49,4,0.1631591879611335,-0.3436439717235651
GRU,50,4,0.1537041315529387,-0.2658264718134968
GRU,51,4,0.1737087953214717,-0.4306277723912453
GRU,52,4,0.1628839569886244,-0.3415269401951792
GRU,53,4,0.148908182322203,-0.2264674785400346
GRU,54,4,0.1588192772603904,-0.3081490177113015
GRU,55,4,0.1337361248796074,-0.1015885435104044
GRU,56,4,0.1467929903079839,-0.2091851528619936
GRU,57,4,0.164696632418949,-0.3567166695929187
GRU,58,4,0.1586678543260266,-0.3071051422787398
GRU,59,4,0.1512497503755183,-0.2460459388000082
GRU,60,4,0.1561924948268042,-0.2868208558954142
GRU,61,4,0.1549849819565287,-0.276927596652281
GRU,62,4,0.1541977012365346,-0.2704919735529534
GRU,63,4,0.1893829000464196,-0.5604262888525333
GRU,64,4,0.1813148559719436,-0.4939530309941196
GRU,65,4,0.196203878268298,-0.616632361466773
GRU,66,4,0.174392424595168,-0.4369261836716469
GRU,67,4,0.1704221209382425,-0.4042242738382808
GRU,68,4,0.1790100812664593,-0.4749931746469633
GRU,69,4,0.1485939095557285,-0.224374540430998
GRU,70,4,0.1609343777225057,-0.326055105652886
GRU,71,4,0.143940897896697,-0.1860362260138708
GRU,72,4,0.1889622642960197,-0.5570025073789766
GRU,1,5,0.0715597725642879,0.4121816207190221
GRU,2,5,0.0711671194209812,0.4153633623515748
GRU,3,5,0.069362331159738,0.430147596950521
GRU,4,5,0.0702941456233864,0.4224500497933773
GRU,5,5,0.0692880054031652,0.4306756387149906
GRU,6,5,0.0697257363428414,0.4270380907052087
GRU,7,5,0.0695283056600112,0.4286202612792884
GRU,8,5,0.0702230235654125,0.4228710313754862
GRU,9,5,0.0695142297420937,0.4286571063985562
GRU,10,5,0.0705019634401985,0.4204994256415435
GRU,11,5,0.0708819702595304,0.4173358083033438
GRU,12,5,0.0740797462781171,0.3910069828433252
GRU,13,5,0.0727755526342054,0.4016862179179694
GRU,14,5,0.0739399272374375,0.3920700667794609
GRU,15,5,0.0759754463178563,0.3752891039122205
GRU,16,5,0.0753519017962473,0.3803711316445255
GRU,17,5,0.0759551401550803,0.3753647544223349
GRU,18,5,0.0767983980130913,0.3683832337928381
GRU,19,5,0.0789578200746274,0.3505748757173044
GRU,20,5,0.0790454954313414,0.3498046426065319
GRU,21,5,0.0806861850638954,0.3362579597918942
GRU,22,5,0.0805361748784186,0.3374422701577421
GRU,23,5,0.0852399186045259,0.2986944504705358
GRU,24,5,0.0809411208126969,0.3340157768206311
GRU,25,5,0.0805642482730025,0.3370716433372464
GRU,26,5,0.0807766545766701,0.3352794038043795
GRU,27,5,0.0814254348731095,0.3298962488715683
GRU,28,5,0.0835550651460933,0.3123252422266006
GRU,29,5,0.0834583098503029,0.3130776186718976
GRU,30,5,0.0831321904215316,0.3157195312025094
GRU,31,5,0.085359587284324,0.2973434431377368
GRU,32,5,0.0844791249794562,0.3045512940496732
GRU,33,5,0.0845401599425879,0.3040188062826717
GRU,34,5,0.0873492679068106,0.2808768573098933
GRU,35,5,0.0855610917214115,0.2955868293610133
GRU,36,5,0.0872221095485038,0.2819012456503512
GRU,37,5,0.0863527968937946,0.2890488882619142
GRU,38,5,0.0847077923319296,0.3025834871496212
GRU,39,5,0.0855383823433282,0.2957366032336589
GRU,40,5,0.086397769198687,0.2886553634800007
GRU,41,5,0.0884542687015816,0.2717196758512642
GRU,42,5,0.0877794111771049,0.2772696024738219
GRU,43,5,0.0886361852504667,0.2702039527202923
GRU,44,5,0.0886223027991182,0.270301550215315
GRU,45,5,0.0907906235840972,0.2524256336072189
GRU,46,5,0.0896430496749657,0.2618508351938083
GRU,47,5,0.0877800722408479,0.2771668976866117
GRU,48,5,0.0881319535314782,0.2742441346420851
GRU,49,5,0.0898161979351837,0.2603481641040784
GRU,50,5,0.0907514570270203,0.2526186804491851
GRU,51,5,0.0912170601359708,0.248756176652434
GRU,52,5,0.0885728929753529,0.2705056759779062
GRU,53,5,0.0885080824917234,0.2710119546744894
GRU,54,5,0.091465947834221,0.2466211162943601
GRU,55,5,0.0975851097804764,0.1961884715281611
GRU,56,5,0.0912386700923511,0.2484351942754568
GRU,57,5,0.0908793407438844,0.2513658919558029
GRU,58,5,0.0905121129798957,0.254361579306177
GRU,59,5,0.0899844876345168,0.258677749261673
GRU,60,5,0.0907280878108021,0.2525198106355162
GRU,61,5,0.0898022901141428,0.2601152638035147
GRU,62,5,0.0920463991112758,0.241595624788603
GRU,63,5,0.0909353855576096,0.2507350654348704
GRU,64,5,0.093331456303551,0.2309906913895631
GRU,65,5,0.0956287548598404,0.2120617535307396
GRU,66,5,0.092995291730435,0.2337547347263161
GRU,67,5,0.0974624510892463,0.1969402865436063
GRU,68,5,0.0918155818598129,0.2434651969802873
GRU,69,5,0.0933445513854429,0.2308655681380625
GRU,70,5,0.0921486406451287,0.2407204903284137
GRU,71,5,0.0943632030059719,0.2224713142465965
GRU,72,5,0.0929712109932806,0.2339401246598688
GRU,1,6,0.1835681128308567,-0.5078962202536683
GRU,2,6,0.169336912911709,-0.3910997691059954
GRU,3,6,0.1898151198701647,-0.5594430058014619
GRU,4,6,0.1805723531781227,-0.4836164898492043
GRU,5,6,0.1649621760297279,-0.3554580617213108
GRU,6,6,0.1812572937153171,-0.4894575594022707
GRU,7,6,0.1715260146536684,-0.4095912234056602
GRU,8,6,0.1673101233098352,-0.3750407487980143
GRU,9,6,0.1568088569408346,-0.2888242651800516
GRU,10,6,0.1582383709221609,-0.3006620292599402
GRU,11,6,0.1689877963805106,-0.3891140077530566
GRU,12,6,0.1750294406040421,-0.4388778644641149
GRU,13,6,0.1637383064864918,-0.3461510339612854
GRU,14,6,0.1676274145210333,-0.3782231971700696
GRU,15,6,0.1711399304558896,-0.4072043600008639
GRU,16,6,0.1602619613342092,-0.317855759108264
GRU,17,6,0.1539582035778239,-0.2661120775260388
GRU,18,6,0.1828464019303172,-0.5037924759856998
GRU,19,6,0.162371030902401,-0.3354956712841941
GRU,20,6,0.1653042965023791,-0.3597243657786542
GRU,21,6,0.169335328959927,-0.3929891050638598
GRU,22,6,0.1660287240799522,-0.3658907277516785
GRU,23,6,0.1942123646833894,-0.5978688315226672
GRU,24,6,0.169775742829503,-0.3969162406912243
GRU,25,6,0.190003368424709,-0.5634555462288025
GRU,26,6,0.1877453779299528,-0.5449788086001579
GRU,27,6,0.1865830611123775,-0.5355153993745554
GRU,28,6,0.1775451963426637,-0.4612321787469815
GRU,29,6,0.173374250517093,-0.4269957448191026
GRU,30,6,0.1820406957283373,-0.4984194688192003
GRU,31,6,0.1800144983570169,-0.481829652942314
GRU,32,6,0.185110817625763,-0.5238685131569469
GRU,33,6,0.1710213061556104,-0.4079416562508422
GRU,34,6,0.1701405716209066,-0.4007217861705481
GRU,35,6,0.1709447585310719,-0.4073656254067455
GRU,36,6,0.1709310820203502,-0.4072738863326044
GRU,37,6,0.167675168352309,-0.3804862336718506
GRU,38,6,0.173570919871368,-0.4290447470827672
GRU,39,6,0.1577144856999305,-0.298511105487991
GRU,40,6,0.15103274228792,-0.2435081618641132
GRU,41,6,0.1772203038346231,-0.4591275493763589
GRU,42,6,0.1736620600541815,-0.4298438325695899
GRU,43,6,0.1683265303439215,-0.3859355087334921
GRU,44,6,0.1677108315261133,-0.3808976963067922
GRU,45,6,0.1891655729991768,-0.5575984368826072
GRU,46,6,0.1690969728145267,-0.3923978457546377
GRU,47,6,0.1838265266052664,-0.5137364907720632
GRU,48,6,0.1763519135390838,-0.4522364532901015
GRU,49,6,0.2072021440444885,-0.706345289239209
GRU,50,6,0.1847697157556399,-0.5216663015488905
GRU,51,6,0.1871007092190172,-0.5409206560178041
GRU,52,6,0.170857455422464,-0.4071973914437758
GRU,53,6,0.1873175960785556,-0.5428228064160012
GRU,54,6,0.1835232960495557,-0.5116289634082201
GRU,55,6,0.1599711245206267,-0.3176870364909894
GRU,56,6,0.1916584285322274,-0.5787574441790382
GRU,57,6,0.1943101738046794,-0.6006632801192289
GRU,58,6,0.2137516296139031,-0.7608850603393045
GRU,59,6,0.193934706266653,-0.5976988559384093
GRU,60,6,0.1948630465299917,-0.605415372845943
GRU,61,6,0.2026882881131707,-0.6699570845032674
GRU,62,6,0.1706930785514804,-0.4064034969499093
GRU,63,6,0.1728223498944278,-0.4239751213569735
GRU,64,6,0.1730794165121459,-0.4260967062788563
GRU,65,6,0.2082135172365514,-0.7155864248470176
GRU,66,6,0.1992722705624878,-0.6419264994775085
GRU,67,6,0.1892309378607833,-0.5592029652159287
GRU,68,6,0.1879541955264853,-0.5486901831811575
GRU,69,6,0.1675503912163597,-0.3805709389968448
GRU,70,6,0.1979624277784899,-0.6311560761476565
GRU,71,6,0.1980255012944169,-0.6316795409897509
GRU,72,6,0.1878626739684257,-0.547942153961156
GRU,1,7,0.0627671894730782,0.4844071429246014
GRU,2,7,0.0642194033506724,0.4724387279941487
GRU,3,7,0.0689258012177886,0.4337339475281858
GRU,4,7,0.0615868325959987,0.4939909748704749
GRU,5,7,0.0661096060656518,0.4567918497707047
GRU,6,7,0.0708150784113341,0.418086568008199
GRU,7,7,0.0618444276922549,0.4917659419326793
GRU,8,7,0.061008819769457,0.4985981029747658
GRU,9,7,0.0653611745670784,0.4627913918503715
GRU,10,7,0.0614709234546983,0.4947312995253218
GRU,11,7,0.0618336201729073,0.4917150837397764
GRU,12,7,0.0622973036428002,0.4878678071638945
GRU,13,7,0.0642520543828098,0.4717609379409837
GRU,14,7,0.0655838474050429,0.4607732863293041
GRU,15,7,0.0666243227080912,0.452179061033946
GRU,16,7,0.0680795096359322,0.4401729948638249
GRU,17,7,0.0691001784274688,0.4317381702755565
GRU,18,7,0.0728452709674124,0.4008951270822296
GRU,19,7,0.0744468257804529,0.3876776354865576
GRU,20,7,0.074065753630403,0.3907659267672547
GRU,21,7,0.0781125265686233,0.3574294321957272
GRU,22,7,0.0769165108167219,0.3672206449952591
GRU,23,7,0.0796041437246996,0.3450623994764261
GRU,24,7,0.0831512759549485,0.315830601711376
GRU,25,7,0.0806405717612073,0.336443610361144
GRU,26,7,0.0805275473723349,0.3373293363034427
GRU,27,7,0.0826247955939522,0.3200259163489938
GRU,28,7,0.0828872035042365,0.3178218759972394
GRU,29,7,0.0834148989342718,0.3134349219754176
GRU,30,7,0.0847979761977384,0.302008059556217
GRU,31,7,0.0884332746016386,0.2720416977103412
GRU,32,7,0.0876500414617618,0.2784476883975989
GRU,33,7,0.0863592436172896,0.2890431068251549
GRU,34,7,0.0911744127631572,0.2493854635494382
GRU,35,7,0.0880491438442684,0.2751030247564249
GRU,36,7,0.0900013243925617,0.2590199976741346
GRU,37,7,0.0917539753718574,0.2445804520119879
GRU,38,7,0.0935622756635806,0.2296827218451271
GRU,39,7,0.0938789137708095,0.2270664830719511
GRU,40,7,0.0956639992124668,0.2123630809107062
GRU,41,7,0.0942058460609222,0.2243645771645207
GRU,42,7,0.0918714536294793,0.2435778354792634
GRU,43,7,0.0954388905464227,0.214193109950282
GRU,44,7,0.0958390636444959,0.2108801739363033
GRU,45,7,0.0952036985571261,0.2160881617784229
GRU,46,7,0.0958717093788403,0.2105620852578388
GRU,47,7,0.0982575297014737,0.1908893077133322
GRU,48,7,0.0984674706696576,0.189132414273129
GRU,49,7,0.1091010892233844,0.1015337678783034
GRU,50,7,0.1112147100717393,0.0840940797002327
GRU,51,7,0.1088187088816653,0.1037928344747134
GRU,52,7,0.1209714085717441,0.003668583495386
GRU,53,7,0.1288985855613548,-0.0616604188931786
GRU,54,7,0.118798864708008,0.0214876880581484
GRU,55,7,0.1269529532541333,-0.0457153517455479
GRU,56,7,0.1253408588557413,-0.0324764503900838
GRU,57,7,0.137694187781551,-0.1342794149796735
GRU,58,7,0.140175809390441,-0.154767750881946
GRU,59,7,0.1372530779132342,-0.130736678222439
GRU,60,7,0.147362938823773,-0.2140769201154269
GRU,61,7,0.13656538984087,-0.1251678248689707
GRU,62,7,0.1404012297793052,-0.156817735161588
GRU,63,7,0.1459153457794503,-0.2022740249803583
GRU,64,7,0.1389229042025982,-0.1446623758181866
GRU,65,7,0.1314633497208122,-0.0831993097244931
GRU,66,7,0.1172779341108703,0.0336751456834949
GRU,67,7,0.1292922259479129,-0.0653269721976699
GRU,68,7,0.1249336224122837,-0.0294182262715214
GRU,69,7,0.1222398516672114,-0.0072240689734612
GRU,70,7,0.1196611101921821,0.0140252917742781
GRU,71,7,0.1231844492453231,-0.0150083917871188
GRU,72,7,0.1172353955540487,0.0340092213053312
GRU,1,8,0.0403679056653486,0.6684031260460621
GRU,2,8,0.0395040815221881,0.6754746632654574
GRU,3,8,0.0383178016511284,0.6851966912677314
GRU,4,8,0.0382122123371448,0.6860412608064975
GRU,5,8,0.0389968696251674,0.6795712654408583
GRU,6,8,0.0394585613091971,0.6757545518834194
GRU,7,8,0.0401316000249472,0.6702007489032382
GRU,8,8,0.0419032432865171,0.6556175688242358
GRU,9,8,0.0452743598198713,0.6278864940112461
GRU,10,8,0.0446015572626881,0.6333913725263391
GRU,11,8,0.0463274029959676,0.6191793382546203
GRU,12,8,0.0482962729834654,0.6029671471713554
GRU,13,8,0.0511429800175388,0.579535315175921
GRU,14,8,0.0526529631243015,0.5670902913762526
GRU,15,8,0.0562077720792314,0.537829530927525
GRU,16,8,0.0582223572950653,0.521229690243517
GRU,17,8,0.060851653517171,0.4995718859724493
GRU,18,8,0.0625860789830476,0.4852702941782711
GRU,19,8,0.0652892279035891,0.4629985363636614
GRU,20,8,0.0670564332447297,0.4484216799304037
GRU,21,8,0.069844218544255,0.4254463254571609
GRU,22,8,0.0698880657455234,0.4250424948375737
GRU,23,8,0.0718050170981002,0.4092291757270406
GRU,24,8,0.0725545032558818,0.4030209366528362
GRU,25,8,0.0741132207250228,0.3901543590932059
GRU,26,8,0.0756955195324124,0.377092662024471
GRU,27,8,0.0760826567659345,0.3738655031548775
GRU,28,8,0.0779177328481402,0.3587216051006505
GRU,29,8,0.0781471343885096,0.3567924423055231
