model,iteration_id,strategy,global_mse,global_r2,var_mse_across_horizons,batch_size,dropout,epochs,learning_rate,num_layers,patience,recurrent_dropout,units,is_best,colsample_bytree,max_depth,n_estimators,subsample,min_samples_leaf
GRU,14,bayes,0.0904899760148158,0.2552123251034226,0.0002330261259158,231.0,0.2482490463716874,3.0,0.003,1.0,5.0,0.1636937825465252,94.0,False,,,,,
GRU,15,bayes,0.0902131036341969,0.2574911536067084,8.344406673493296e-05,32.0,0.4,21.0,0.003,3.0,8.0,0.0,96.0,False,,,,,
GRU,16,bayes,0.1485995179308863,-0.2230646346107598,4.874108146875432e-06,239.0,0.4,40.0,0.0001,2.0,4.0,0.2750026050086944,18.0,False,,,,,
GRU,17,bayes,0.0777975732719034,0.359678538313567,0.0002702874908209,32.0,0.1827611128915061,40.0,0.003,3.0,7.0,0.3,51.0,False,,,,,
GRU,18,bayes,0.0934878053787531,0.2305383616432259,8.893870857577617e-06,32.0,0.3452115418278667,40.0,0.001575950211973,3.0,3.0,0.3,23.0,False,,,,,
GRU,19,bayes,0.1449048832080439,-0.1926555382002643,1.6854165798760556e-05,256.0,0.4,3.0,0.0015592997262498,2.0,2.0,0.0290101184268149,16.0,False,,,,,
GRU,20,bayes,0.080528350952828,0.3372025730276188,0.0001028290107395,32.0,0.3503877907999904,40.0,0.003,3.0,8.0,0.1113306431384922,96.0,False,,,,,
GRU,21,bayes,0.1012525305532863,0.1666299392561478,0.0001553344649697,32.0,0.0,3.0,0.003,2.0,8.0,0.145491202998028,29.0,False,,,,,
GRU,22,bayes,0.1073887122267698,0.1161254228156907,0.0001712521829343,97.0,0.1513708934220668,3.0,0.003,2.0,8.0,0.3,64.0,False,,,,,
GRU,23,bayes,0.0764054314830246,0.3711367140334464,0.000301303972122,256.0,0.4,40.0,0.001130484144693,1.0,6.0,0.0,26.0,False,,,,,
GRU,24,bayes,0.0756676758887766,0.3772088923882287,0.0004250769463684,174.0,0.2736297409546717,31.0,0.003,1.0,8.0,0.3,83.0,False,,,,,
GRU,25,bayes,0.0789466625185356,0.350220833207007,0.0002995541214997,256.0,0.2613685009108525,40.0,0.0011396057874688,1.0,8.0,0.0497468360084475,75.0,False,,,,,
GRU,26,bayes,0.1642831007913268,-0.3521500839290659,0.0017485732964133,165.0,0.0,3.0,0.003,1.0,5.0,0.1947875253214014,70.0,False,,,,,
GRU,27,bayes,0.0772320082402598,0.3643334833524708,0.0002333001846095,248.0,0.4,40.0,0.0006005433942448,1.0,8.0,0.029560190795356,96.0,False,,,,,
GRU,28,bayes,0.0783726560738711,0.3549452562218537,0.0001052653131026,142.0,0.3763054262145647,40.0,0.003,3.0,8.0,0.3,96.0,False,,,,,
GRU,29,bayes,0.0804411966950549,0.3379199057075776,0.0001466498974922,250.0,0.2940115368899172,40.0,0.003,2.0,2.0,0.2180879239086665,96.0,False,,,,,
GRU,30,bayes,0.0800466500240686,0.3411672653673259,0.0004947629670763,32.0,0.1774785664369738,40.0,0.003,1.0,8.0,0.0,16.0,False,,,,,
GRU,31,bayes,0.0839519601088101,0.3090241822783376,0.0001053403468418,32.0,0.4,40.0,0.003,1.0,8.0,0.3,49.0,False,,,,,
GRU,32,bayes,0.0957134230428757,0.2122201712947257,0.0001737945914234,256.0,0.3071200170965639,40.0,0.003,1.0,2.0,0.3,38.0,False,,,,,
GRU,33,bayes,0.0771907732382069,0.3646728725606001,0.0002030387962303,256.0,0.4,40.0,0.0011998804808004,1.0,7.0,0.3,68.0,False,,,,,
GRU,34,bayes,0.2035538661690086,-0.6753724266144476,0.0014318214694419,134.0,0.0,40.0,0.0001,2.0,2.0,0.0,95.0,False,,,,,
GRU,35,bayes,0.0806838421470538,0.3359227856952038,0.0003997715118998,32.0,0.0878902910871724,40.0,0.0019326899935372,3.0,8.0,0.3,16.0,False,,,,,
LSTM,1,random,0.0908664946317133,0.2521133473206408,0.000217483089849,48.0,0.1079146855055481,3.0,0.0022297217157477,2.0,3.0,0.0122920571808584,84.0,False,,,,,
LSTM,2,random,0.0755077419811763,0.378525245960466,0.0003267186524216,168.0,0.2917986243935994,24.0,0.0016036685991738,2.0,8.0,0.1630874974396268,81.0,False,,,,,
LSTM,3,random,0.0760030931689977,0.3744482036660311,0.0002706142819779,204.0,0.3429617106350278,30.0,0.0018837355453819,1.0,7.0,0.0100756725916393,70.0,False,,,,,
LSTM,4,random,0.1849535576045173,-0.5222805464062106,0.001123169995892,153.0,0.1198847562149539,18.0,0.0001526094648129,1.0,2.0,0.1268061663592975,30.0,False,,,,,
LSTM,5,random,0.0756816556342248,0.3770938305596527,0.0004008226920581,203.0,0.2588758046297,17.0,0.0028106885617398,3.0,5.0,0.1846155334443761,16.0,False,,,,,
LSTM,6,bayes,0.1088743842728592,0.1038974360529964,0.0005355929518504,32.0,0.0,3.0,0.003,3.0,8.0,0.3,96.0,False,,,,,
LSTM,7,bayes,0.1506998015991295,-0.2403512497562643,1.7758350551718785e-05,234.0,0.4,34.0,0.0007172873654578,2.0,3.0,0.2628334844086683,22.0,False,,,,,
LSTM,8,bayes,0.0788905219639713,0.3506829042003125,0.0002351390013627,32.0,0.3788243351753398,17.0,0.001042035554004,3.0,4.0,0.0479444508389014,59.0,False,,,,,
LSTM,9,bayes,0.0785180345798031,0.3537487024798645,0.0002536252137222,32.0,0.4,40.0,0.0021565230367025,2.0,8.0,0.1061096248904227,96.0,False,,,,,
LSTM,10,bayes,0.1046692540526071,0.1385082216594156,0.0001336536779325,198.0,0.3902995277265812,33.0,0.0003693945123368,3.0,8.0,0.0,78.0,False,,,,,
LSTM,11,bayes,0.0828690419430289,0.3179372590445797,0.0001286813695297,58.0,0.1079181986689186,22.0,0.003,3.0,4.0,0.0,71.0,False,,,,,
LSTM,12,bayes,0.077139611036982,0.3650939686705894,0.0003678294044355,35.0,0.1917036509911929,27.0,0.0020775000016712,2.0,8.0,0.1822132165970424,16.0,False,,,,,
LSTM,13,bayes,0.0903324045390719,0.2565092344210916,0.0001294097437378,256.0,0.3789069858481214,3.0,0.003,2.0,6.0,0.0,96.0,False,,,,,
LSTM,14,bayes,0.1224020195847252,-0.0074432504460693,0.0002170877092948,32.0,0.0234084768886881,17.0,0.0016216295044474,3.0,5.0,0.3,16.0,False,,,,,
LSTM,15,bayes,0.2781695785361873,-1.2895052330548418,0.0006760537768169,256.0,0.0,40.0,0.0010758188353607,3.0,2.0,0.0,62.0,False,,,,,
LSTM,16,bayes,0.0727119470895091,0.4015363425322182,0.0003204321974638,256.0,0.4,39.0,0.003,1.0,6.0,0.0784560802915898,96.0,True,,,,,
LSTM,17,bayes,0.1147275133483675,0.0557226150727836,8.243413841355192e-05,256.0,0.3674234762101913,3.0,0.0022969030176809,1.0,7.0,0.3,16.0,False,,,,,
LSTM,18,bayes,0.0866096981226079,0.2871493779855771,6.210895553767312e-05,32.0,0.4,24.0,0.003,3.0,8.0,0.0,96.0,False,,,,,
LSTM,19,bayes,0.0951621753106308,0.2167572762302323,0.0002072924556831,151.0,0.4,40.0,0.0021732325317181,1.0,5.0,0.0,96.0,False,,,,,
LSTM,20,bayes,0.0827040641194755,0.3192951271204173,0.0003092875442555,123.0,0.3153448574368125,40.0,0.003,1.0,8.0,0.0,16.0,False,,,,,
LSTM,21,bayes,0.0961887692427946,0.2083077822478938,0.0003283138510748,256.0,0.2528334227856929,18.0,0.003,1.0,5.0,0.0,96.0,False,,,,,
LSTM,22,bayes,0.1412855656233284,-0.1628663477578755,1.790744318484159e-05,32.0,0.0,3.0,0.003,3.0,4.0,0.0969618124378373,37.0,False,,,,,
LSTM,23,bayes,0.0771562029570133,0.3649574070525359,0.0002480122721323,32.0,0.2380371248670896,40.0,0.0009233558677144,3.0,5.0,0.3,96.0,False,,,,,
LSTM,24,bayes,0.0854688877413259,0.2965389429826301,0.0001902901967977,32.0,0.4,40.0,0.0001,2.0,8.0,0.0259692228973845,96.0,False,,,,,
LSTM,25,bayes,0.0896690357643086,0.2619691638974137,0.0002126332190354,165.0,0.2101425617914856,40.0,0.003,3.0,7.0,0.0,96.0,False,,,,,
LSTM,26,bayes,0.0786797855465665,0.3524173934028433,0.0005428610118412,32.0,0.2432557800718992,40.0,0.003,1.0,2.0,0.2775756876608606,16.0,False,,,,,
LSTM,27,bayes,0.0807011934886315,0.3357799735747996,0.0001894659446521,32.0,0.2489541261249177,5.0,0.003,3.0,8.0,0.0,96.0,False,,,,,
LSTM,28,bayes,0.0744355441589623,0.3873500877628898,0.0003912602677098,32.0,0.1250917469344563,40.0,0.003,3.0,8.0,0.0925792756941088,96.0,False,,,,,
LSTM,29,bayes,0.0848736399683865,0.3014381950801483,0.0002072246982317,32.0,0.336320768739331,40.0,0.003,3.0,2.0,0.2222202914721489,96.0,False,,,,,
LSTM,30,bayes,0.1485601491202864,-0.2227406052961169,7.713218073104885e-06,32.0,0.2899706376904459,7.0,0.0001,3.0,8.0,0.2978151288255999,16.0,False,,,,,
LSTM,31,bayes,0.0772062949657468,0.3645451192792543,0.000345427390028,32.0,0.2439609370261359,40.0,0.003,1.0,8.0,0.3,61.0,False,,,,,
LSTM,32,bayes,0.0765899764701307,0.3696177962713504,0.0002753391357199,137.0,0.25592701730586,37.0,0.003,3.0,8.0,0.3,45.0,False,,,,,
LSTM,33,bayes,0.074397568162195,0.3876626533704834,0.0002821186782891,242.0,0.343935987662974,40.0,0.003,3.0,8.0,0.0954303562612459,96.0,False,,,,,
LSTM,34,bayes,0.0766043390941449,0.3694995831187332,0.0003954341844623,175.0,0.2911469522277027,40.0,0.003,1.0,5.0,0.3,96.0,False,,,,,
LSTM,35,bayes,0.0745101874470067,0.3867357279918125,0.0002349644324722,32.0,0.4,40.0,0.0004940164523742,3.0,8.0,0.3,96.0,False,,,,,
XGBoost,1,random,0.2672252551841836,-1.1994267790466266,0.0162095554776752,,,,0.0904680070645805,,,,,False,0.7049582906585586,4.0,128.0,0.7122920571808584,
XGBoost,2,random,0.2676357055300324,-1.2028050356470603,0.0188690984280226,,,,0.1869133365916582,,,,,False,0.9188489682951996,5.0,27.0,0.8819907327301539,
XGBoost,3,random,0.3150528607262768,-1.5930771334431617,0.0218916154193638,,,,0.1902608635681652,,,,,False,0.7008215500510444,4.0,95.0,0.9447560662364596,
XGBoost,4,random,0.2502233106548669,-1.059490409380254,0.0160106296744175,,,,0.0550378362958196,,,,,False,0.7526966861807677,6.0,60.0,0.9188966339289832,
XGBoost,5,random,0.2133283858356078,-0.7558226830552852,0.0130876924379474,,,,0.1312191830373637,,,,,False,0.8268061663592975,6.0,14.0,0.7899135671612154,
XGBoost,6,bayes,0.136849866487769,-0.1263578393991915,0.0005558796242224,,,,0.2,,,,,False,1.0,6.0,1.0,0.7,
XGBoost,7,bayes,0.0728788166074884,0.4001629046578775,0.0007585041738273,,,,0.1674506184872349,,,,,False,1.0,1.0,28.0,0.7,
XGBoost,8,bayes,0.0800508747568207,0.3411324932409307,0.001014267953555,,,,0.1370832177899814,,,,,False,1.0,1.0,140.0,0.9065693372105637,
XGBoost,9,bayes,0.07578319869246,0.3762580692789504,0.0008850260095383,,,,0.0856151133815795,,,,,False,0.7,1.0,123.0,0.7,
XGBoost,10,bayes,0.1365878680942733,-0.1242014328786909,0.0044348020432019,,,,0.0662572695862613,,,,,False,1.0,2.0,120.0,0.7,
XGBoost,11,bayes,0.1398464587425198,-0.1510216206965091,6.70320163036458e-07,,,,0.05,,,,,False,0.7,1.0,1.0,1.0,
XGBoost,12,bayes,0.073282005552814,0.3968444138110697,0.000827999330404,,,,0.05,,,,,False,0.8535043658565936,1.0,150.0,0.7,
XGBoost,13,bayes,0.0732371560808796,0.3972135523100888,0.0008371288050974,,,,0.05,,,,,False,1.0,1.0,150.0,0.801634627449309,
XGBoost,14,bayes,0.1417918880581982,-0.1670336901047553,0.0047646307631398,,,,0.1459249848613491,,,,,False,0.7019098005080764,2.0,49.0,0.7099148654792833,
XGBoost,15,bayes,0.086669583698522,0.2866564831832005,0.0002882392903151,,,,0.1784619052101881,,,,,False,0.8530497281620081,1.0,7.0,0.7705885702777747,
XGBoost,16,bayes,0.0834404488579015,0.3132342317448698,0.0010758510796317,,,,0.196034580875041,,,,,False,0.9552111118378857,1.0,143.0,0.7202724867282962,
XGBoost,17,bayes,0.1003434909569224,0.1741118893812517,0.0001000933634025,,,,0.05,,,,,False,1.0,1.0,14.0,1.0,
XGBoost,18,bayes,0.0779643823468266,0.3583055979224311,0.0009333578103236,,,,0.1156775163388276,,,,,False,0.7105566041560326,1.0,123.0,0.7024913375560238,
XGBoost,19,bayes,0.1397928560225213,-0.1505804376290129,7.003632816280849e-07,,,,0.05,,,,,False,1.0,1.0,1.0,0.8588657110911824,
XGBoost,20,bayes,0.073676816350263,0.393594880229494,0.0008658294189951,,,,0.05,,,,,False,1.0,1.0,150.0,1.0,
XGBoost,21,bayes,0.0727126314879842,0.4015307095154862,0.000717854123577,,,,0.05,,,,,False,1.0,1.0,86.0,0.7,
XGBoost,22,bayes,0.1398265189032989,-0.1508575036622785,7.013695158394656e-07,,,,0.05,,,,,False,0.7,1.0,1.0,0.7,
XGBoost,23,bayes,0.0790234944275843,0.3495884597506485,0.0009730829427458,,,,0.2,,,,,False,0.9430017101490532,1.0,66.0,0.7448766381801613,
XGBoost,24,bayes,0.0802989047492018,0.339091055178223,0.0009888338658247,,,,0.2,,,,,False,1.0,1.0,94.0,0.7,
XGBoost,25,bayes,0.0762414884108908,0.372486065474206,0.000539119510351,,,,0.05,,,,,False,0.981606229801723,1.0,53.0,0.7193341654295764,
XGBoost,26,bayes,0.127728658134103,-0.0512847333917165,0.0003135825729857,,,,0.2,,,,,False,0.9447888117518312,3.0,1.0,0.8564491359306727,
XGBoost,27,bayes,0.0726375932935586,0.4021483196068576,0.0007827061200522,,,,0.05,,,,,True,1.0,1.0,105.0,0.7,
XGBoost,28,bayes,0.290215017004727,-1.3886465358288045,0.0208066948312304,,,,0.05,,,,,False,0.854614150144371,6.0,150.0,0.7308589142050353,
XGBoost,29,bayes,0.1934095685610063,-0.5918786722599771,0.0079233160094354,,,,0.0535057932534354,,,,,False,0.8398145749064925,3.0,146.0,0.7566984378051627,
XGBoost,30,bayes,0.074259628526501,0.3887979806748889,0.0006498598459524,,,,0.05,,,,,False,0.7,1.0,70.0,1.0,
XGBoost,31,bayes,0.1023876199488738,0.1572874614594801,0.0025608913610228,,,,0.2,,,,,False,0.9684021473492452,2.0,17.0,0.740543132465269,
XGBoost,32,bayes,0.0758451736446537,0.3757479776358876,0.0008907804146591,,,,0.2,,,,,False,0.7579518055534583,1.0,45.0,0.9992462456522512,
XGBoost,33,bayes,0.0734352596474661,0.395583039172119,0.0006859158454854,,,,0.2,,,,,False,0.7315403782919851,1.0,19.0,0.7585502192218596,
XGBoost,34,bayes,0.0730288883202493,0.3989277229622094,0.0008264767043584,,,,0.05,,,,,False,0.969074795908322,1.0,135.0,0.8499528561613536,
XGBoost,35,bayes,0.0812937489316181,0.3309028809943237,0.0003699166512696,,,,0.05,,,,,False,0.8351772572183599,1.0,36.0,0.8601600877743956,
XGBoost,36,bayes,0.1381083298147608,-0.1367157598731603,1.6120365160853583e-05,,,,0.0541299162024503,,,,,False,0.7830663909213278,5.0,1.0,0.9722607717995,
XGBoost,37,bayes,0.2778456610330196,-1.286839194509278,0.0198130663890095,,,,0.1663099154722077,,,,,False,0.7752808009705096,2.0,150.0,0.8979612432856603,
XGBoost,38,bayes,0.1387371831710758,-0.1418916064113904,9.992717979495304e-06,,,,0.05,,,,,False,0.9530988095834658,3.0,1.0,0.7010809682505391,
XGBoost,39,bayes,0.0940403880488848,0.2259902693549915,0.0021694711102252,,,,0.05,,,,,False,1.0,2.0,70.0,0.7,
XGBoost,40,bayes,0.0729438034610788,0.3996280232299445,0.0008178363682097,,,,0.0937758112471986,,,,,False,1.0,1.0,74.0,0.7,
XGBoost,41,bayes,0.1061076549944361,0.1266693049062665,0.0027996447267996,,,,0.05,,,,,False,1.0,2.0,90.0,0.7,
XGBoost,42,bayes,0.1284545702479424,-0.0572594326816924,0.0003588004742792,,,,0.2,,,,,False,0.9990874336177268,4.0,1.0,0.8751321103293068,
XGBoost,43,bayes,0.1202365434529179,0.0103799384228142,8.930125744199213e-05,,,,0.2,,,,,False,1.0,2.0,1.0,0.7,
XGBoost,44,bayes,0.2046869060799435,-0.6846980359028398,0.0099132059449541,,,,0.2,,,,,False,0.9773252707358536,3.0,35.0,0.975639809354802,
XGBoost,45,bayes,0.1725889666824778,-0.4205124243507319,0.0065088099578692,,,,0.05,,,,,False,0.9887516822127363,3.0,101.0,0.7985120970392454,
XGBoost,46,bayes,0.3294929917051818,-1.7119282156361746,0.0274066317002896,,,,0.1942192702642246,,,,,False,0.7699249270573915,6.0,102.0,0.7941972653305654,
XGBoost,47,bayes,0.0732801235344034,0.396859903970067,0.0006650740954781,,,,0.05,,,,,False,1.0,1.0,75.0,0.7,
XGBoost,48,bayes,0.0737604629843745,0.3929064174308901,0.0006793811626825,,,,0.05,,,,,False,1.0,1.0,74.0,1.0,
XGBoost,49,bayes,0.0851566010674731,0.2991092527115435,0.0014208585550701,,,,0.05,,,,,False,1.0,2.0,35.0,0.7,
XGBoost,50,bayes,0.0745361724662315,0.3865218554403674,0.0008751155678122,,,,0.091885084034278,,,,,False,1.0,1.0,96.0,0.7,
XGBoost,51,bayes,0.1384177852744473,-0.1392627669832769,1.111661286179584e-05,,,,0.05,,,,,False,0.9259186615468816,4.0,1.0,0.7465146021974189,
XGBoost,52,bayes,0.0726975901149912,0.4016545091860364,0.000771652252184,,,,0.100853643703306,,,,,False,0.917649075959082,1.0,50.0,0.7131833178626448,
XGBoost,53,bayes,0.0767419593033335,0.3683668848892234,0.0005245001362351,,,,0.05,,,,,False,1.0,1.0,51.0,0.7,
XGBoost,54,bayes,0.0765492172420594,0.3699532695695293,0.0005311037884153,,,,0.05,,,,,False,1.0,1.0,52.0,0.7,
XGBoost,55,bayes,0.0765492112437561,0.3699533189392219,0.000531103543186,,,,0.05,,,,,False,0.9971509502379684,1.0,52.0,0.7,
Tree,1,random,0.3223069203352983,-1.6527824668701443,0.0331848015780185,,,,,,,,,False,,7.0,129.0,,6.0
Tree,2,random,0.2644972596123296,-1.1769737122145982,0.0245724301092869,,,,,,,,,False,,4.0,44.0,,1.0
Tree,3,random,0.0924966847556899,0.2386958886633734,0.00018824139931,,,,,,,,,True,,1.0,15.0,,2.0
Tree,4,random,0.3081742921538477,-1.5364623201865255,0.0312624033253393,,,,,,,,,False,,7.0,123.0,,10.0
Tree,5,random,0.3073700254535923,-1.5298427148770743,0.0310676198817662,,,,,,,,,False,,7.0,78.0,,10.0
Tree,6,bayes,0.1015172143236142,0.1644514304470266,0.0004038432938711,,,,,,,,,False,,1.0,147.0,,10.0
Tree,7,bayes,0.1116109138357495,0.0813741292715122,0.0038722470838926,,,,,,,,,False,,2.0,7.0,,1.0
Tree,8,bayes,0.4211149868517899,-2.466033098186427,0.0718674384326591,,,,,,,,,False,,10.0,7.0,,10.0
Tree,9,bayes,0.1127939489445642,0.0716370290221882,0.0041354158294263,,,,,,,,,False,,2.0,5.0,,10.0
Tree,10,bayes,0.101550596750882,0.1641766727171415,0.0004042806440847,,,,,,,,,False,,1.0,144.0,,1.0
Tree,11,bayes,0.2489117148517938,-1.0486951762329388,0.0469241944567059,,,,,,,,,False,,3.0,20.0,,10.0
Tree,12,bayes,0.3198953922315042,-1.63293412025241,0.0606009108319927,,,,,,,,,False,,5.0,5.0,,10.0
Tree,13,bayes,0.4038025611096267,-2.323541278836025,0.0661355694009971,,,,,,,,,False,,8.0,6.0,,10.0
Tree,14,bayes,0.1017521746943689,0.1625175633389335,0.0004012596698314,,,,,,,,,False,,1.0,5.0,,1.0
Tree,15,bayes,0.3608145731144345,-1.969723927595052,0.0592252307145993,,,,,,,,,False,,6.0,6.0,,10.0
Tree,16,bayes,0.1020950363369413,0.1596956029757108,0.0004004533969608,,,,,,,,,False,,1.0,8.0,,10.0
Tree,17,bayes,0.1015631224968004,0.164073578191209,0.0004036505315154,,,,,,,,,False,,1.0,143.0,,10.0
Tree,18,bayes,0.1120798388175515,0.0775145907648372,0.0037857487140964,,,,,,,,,False,,2.0,102.0,,9.0
Tree,19,bayes,0.4008538875586998,-2.2992718976875053,0.0578474237243826,,,,,,,,,False,,9.0,148.0,,1.0
Tree,20,bayes,0.10187458598049,0.1615100438192429,0.0004031438752866,,,,,,,,,False,,1.0,6.0,,1.0
Tree,21,bayes,0.1015172143236142,0.1644514304470266,0.0004038432938711,,,,,,,,,False,,1.0,147.0,,1.0
Tree,22,bayes,0.1114997804187426,0.0822888250522058,0.0037020979963388,,,,,,,,,False,,2.0,150.0,,1.0
Tree,23,bayes,0.1014792212477518,0.1647641366259866,0.0004178071518472,,,,,,,,,False,,1.0,10.0,,10.0
Tree,24,bayes,0.2795893616681199,-1.3011909138811504,0.0563263578700237,,,,,,,,,False,,4.0,148.0,,10.0
Tree,25,bayes,0.2583310179458958,-1.1262217837043975,0.0527988963598805,,,,,,,,,False,,3.0,149.0,,1.0
Tree,26,bayes,0.1015264931435821,0.1643750601013376,0.000403720741263,,,,,,,,,False,,1.0,148.0,,5.0
Tree,27,bayes,0.101350194561763,0.1658261049200373,0.0004259978756491,,,,,,,,,False,,1.0,13.0,,10.0
Tree,28,bayes,0.4081151167609841,-2.3590362412383867,0.0603469771345776,,,,,,,,,False,,9.0,80.0,,3.0
Tree,29,bayes,0.1017521746943689,0.1625175633389336,0.0004012596698314,,,,,,,,,False,,1.0,5.0,,5.0
Tree,30,bayes,0.301762204706453,-1.4836869310053356,0.0503703966793,,,,,,,,,False,,5.0,150.0,,1.0
Tree,31,bayes,0.1015165687849628,0.1644567436237167,0.0004039225974724,,,,,,,,,False,,1.0,150.0,,3.0
Tree,32,bayes,0.1114975173781589,0.0823074512559997,0.0037052769251045,,,,,,,,,False,,2.0,149.0,,10.0
Tree,33,bayes,0.4261060092992308,-2.507112255985933,0.0606289126161458,,,,,,,,,False,,8.0,13.0,,2.0
Tree,34,bayes,0.1015009195752144,0.1645855461613657,0.0004161614778015,,,,,,,,,False,,1.0,11.0,,1.0
Tree,35,bayes,0.1117141364217905,0.0805245444529493,0.0039268805474716,,,,,,,,,False,,2.0,6.0,,1.0
Tree,36,bayes,0.101894816065819,0.1613435378825781,0.000400178794301,,,,,,,,,False,,1.0,7.0,,6.0
Tree,37,bayes,0.1015264931435821,0.1643750601013377,0.000403720741263,,,,,,,,,False,,1.0,148.0,,10.0
Tree,38,bayes,0.4065996919876618,-2.3465633713901446,0.0586124166644689,,,,,,,,,False,,10.0,147.0,,1.0
Tree,39,bayes,0.1015264931435821,0.1643750601013376,0.000403720741263,,,,,,,,,False,,1.0,148.0,,1.0
Tree,40,bayes,0.1015307380185713,0.1643401221920495,0.0004036749466665,,,,,,,,,False,,1.0,149.0,,5.0
Tree,41,bayes,0.3831637532773014,-2.153671306767979,0.0551226243978817,,,,,,,,,False,,7.0,136.0,,1.0
Tree,42,bayes,0.1114997804187426,0.0822888250522058,0.0037020979963388,,,,,,,,,False,,2.0,150.0,,2.0
Tree,43,bayes,0.1114997804187426,0.0822888250522058,0.0037020979963388,,,,,,,,,False,,2.0,150.0,,6.0
Tree,44,bayes,0.1015165687849628,0.1644567436237167,0.0004039225974724,,,,,,,,,False,,1.0,150.0,,9.0
Tree,45,bayes,0.3555290513678001,-1.9262208610051517,0.0552936563799565,,,,,,,,,False,,6.0,5.0,,1.0
Tree,46,bayes,0.1127939489445642,0.0716370290221882,0.0041354158294263,,,,,,,,,False,,2.0,5.0,,4.0
Tree,47,bayes,0.10187458598049,0.1615100438192429,0.0004031438752866,,,,,,,,,False,,1.0,6.0,,8.0
Tree,48,bayes,0.1018410775308489,0.1617858387900973,0.0004078694733121,,,,,,,,,False,,1.0,9.0,,3.0
Tree,49,bayes,0.1015307380185713,0.1643401221920495,0.0004036749466665,,,,,,,,,False,,1.0,149.0,,8.0
Tree,50,bayes,0.2638942036913549,-1.1720101942980738,0.0448537242955635,,,,,,,,,False,,4.0,149.0,,5.0
Tree,51,bayes,0.3976947898883036,-2.273270597738875,0.0703269495220941,,,,,,,,,False,,9.0,149.0,,10.0
Tree,52,bayes,0.1117141364217905,0.0805245444529493,0.0039268805474716,,,,,,,,,False,,2.0,6.0,,7.0
Tree,53,bayes,0.3947033988017694,-2.248649625227164,0.0553439208116245,,,,,,,,,False,,8.0,21.0,,7.0
Tree,54,bayes,0.2638654265171749,-1.1717733406089517,0.0454304883503544,,,,,,,,,False,,4.0,97.0,,3.0
Tree,55,bayes,0.1015172143236143,0.1644514304470264,0.0004038432938711,,,,,,,,,False,,1.0,147.0,,3.0
